year	uid	title	author	presenter	country	affiliation
2016	323	Asymptotic normality of the maximum likelihood estimator for the latent block model	Mahendra Mariadassou	0	France	INRA
2016	183	A classical invariance approach to the normal mixture problem	Monia Ranalli	1	United States	The Pennsylvania State University
2016	183	A classical invariance approach to the normal mixture problem	Bruce Lindsay	0	United States	The Pennsylvania State University
2016	183	A classical invariance approach to the normal mixture problem	David Hunter	0	United States	Pennsylvania State University
2016	464	Accounting for the sparsity rate in prior selection in inverse problems via generalized Student$-t$ distribution	Mircea Dumitru	1	France	CNRS - Universite Paris-Sud - CentraleSupelec
2016	464	Accounting for the sparsity rate in prior selection in inverse problems via generalized Student$-t$ distribution	Li Wang	0	France	CNRS - Universite Paris-Sud - CentraleSupelec
2016	464	Accounting for the sparsity rate in prior selection in inverse problems via generalized Student$-t$ distribution	Ali Mohammad-Djafari	0	France	CNRS
2016	194	Evaluation of the robustness of stepwise latent class estimators and a new two-stage estimator	Zsuzsa Bakk	1	Netherlands	Leiden university
2016	427	Using forward search algorithm for person fit analysis in general cognitive diagnosis models	Kevin Carl Santos	1	Hong Kong	The University of Hong Kong
2016	427	Using forward search algorithm for person fit analysis in general cognitive diagnosis models	Jimmy  de la Torre	0	Hong Kong	The University of Hong Kong
2016	427	Using forward search algorithm for person fit analysis in general cognitive diagnosis models	Erniel Barrios	0	Philippines	University of the Philippines
2016	494	Approximate likelihood inference via dimension reduction in latent variable models for categorical data	Silvia Cagnone	1	Italy	University of Bologna
2016	494	Approximate likelihood inference via dimension reduction in latent variable models for categorical data	Silvia Bianconcini	0	Italy	University of Bologna
2016	494	Approximate likelihood inference via dimension reduction in latent variable models for categorical data	Dimitris Rizopoulos	0	Netherlands	Erasmus University Rotterdam
2016	440	Penalized latent variable models	Brice Ozenne	1	Denmark	Copenhagen University
2016	440	Penalized latent variable models	Klaus Kahler  Holst	0	Denmark	Copenhagen University
2016	440	Penalized latent variable models	Esben  Budtz-Jorgensen	0	Denmark	Copenhagen University
2016	535	Generalized linear latent variable models for analyzing multivariate abundance data	Sara Taskinen	1	Finland	University of Jyvaskyla
2016	535	Generalized linear latent variable models for analyzing multivariate abundance data	Jenni Niku	0	Finland	University of Jyvaskyla
2016	535	Generalized linear latent variable models for analyzing multivariate abundance data	Francis Hui	0	Australia	Australian National University
2016	535	Generalized linear latent variable models for analyzing multivariate abundance data	David Warton	0	Australia	University of New South Wales
2016	270	On variants of the iterative scaling algorithm	Tamas Rudas	1	Hungary	Hungarian Academy of Sciences Centre for Social Sciences
2016	270	On variants of the iterative scaling algorithm	Anna Klimova	0	Austria	IST Austria
2016	277	Mixed parametrization, IPF and fixed point algorithms in marginal models	Antonio Forcina	1	Italy	Perugia
2016	310	A unified approach to marginal and conditional independencies of binary variables based on Moebius inversion	Luca La Rocca	1	Italy	University of Modena and Reggio Emilia
2016	310	A unified approach to marginal and conditional independencies of binary variables based on Moebius inversion	Alberto Roverato	0	Italy	University of Bologna
2016	275	Poverty mapping in small areas under a two-fold nested error regression model	Isabel Molina	1	Spain	Universidad Carlos III de Madrid
2016	275	Poverty mapping in small areas under a two-fold nested error regression model	Domingo Morales	0	Spain	University Miguel Hernandez of Elche
2016	275	Poverty mapping in small areas under a two-fold nested error regression model	Yolanda Marhuenda	0	Spain	Universidad Miguel Hernandez de Elche
2016	279	Multivariate area level models for small area estimation	Domingo Morales	1	Spain	University Miguel Hernandez of Elche
2016	279	Multivariate area level models for small area estimation	Roberto Benavent	0	Spain	University Miguel Hernandez de Elche
2016	314	Estimating poverty indicators under area-level Poisson mixed models with SAR(1) domain effects	Miguel Boubeta	1	Spain	Universidade da Coruna
2016	314	Estimating poverty indicators under area-level Poisson mixed models with SAR(1) domain effects	Maria Jose Lombardia	0	Spain	Universidade da Coruna
2016	314	Estimating poverty indicators under area-level Poisson mixed models with SAR(1) domain effects	Domingo Morales	0	Spain	University Miguel Hernandez of Elche
2016	305	On multidimensional Gaussian Markov random fields and Bayesian computation	Ying C MacNab	1	Canada	University of British Columbia
2016	356	Combining multiple frequencies in multivariate volatility forecasting	Alessandra Amendola	1	Italy	University of Salerno
2016	356	Combining multiple frequencies in multivariate volatility forecasting	Vincenzo Candila	0	Italy	Sapienza University of Rome
2016	356	Combining multiple frequencies in multivariate volatility forecasting	Giuseppe Storti	0	Italy	University of Salerno
2016	472	Genetic versus controlled approximate algorithms for regression model selection	Georgiana-Elena Pascaru	1	Romania	Alexandru Ioan Cuza University of Iasi
2016	472	Genetic versus controlled approximate algorithms for regression model selection	Cristian Gatu	0	Romania	Alexandru Ioan Cuza University of Iasi
2016	472	Genetic versus controlled approximate algorithms for regression model selection	Erricos John Kontoghiorghes	0	Cyprus	Cyprus University of Technology and Birkbeck University of London, UK
2016	579	Predicting patient's response to the treatment based on high dimensional genetic data	Malgorzata Bogdan	1	Poland	University of Wroclaw
2016	177	A characterization theorem for the least squares piecewise monotonic data fitting	Ioannis Demetriou	1	Greece	University of Athens
2016	254	Robust mixture modeling by mean shift parameters	Weixin Yao	1	United States	UC Riverside
2016	254	Robust mixture modeling by mean shift parameters	Chun Yu	0	China	Jiangxi University of Finance and Economics
2016	254	Robust mixture modeling by mean shift parameters	Kun Chen	0	United States	University of Connecticut
2016	351	Trimming in probabilistic clustering	Gunter Ritter	1	Germany	University of Passau
2016	567	Diagnostics in finite mixture models and model-based clustering	Ranjan Maitra	1	United States	Iowa State University
2016	499	Towards the development of arc length regression	Theodor Loots	1	South Africa	University of Pretoria
2016	499	Towards the development of arc length regression	Andriette Bekker	0	South Africa	University of Pretoria
2016	350	Shape constrained regression in Sobolev spaces and tests of isotonicity	Michal Pesta	1	Czech Republic	Charles University, Faculty of Mathematics and Physics
2016	302	Semiparametric probit model for high-dimensional clustered data	Daniel Raguindin	1	Philippines	University of the philippines
2016	302	Semiparametric probit model for high-dimensional clustered data	Erniel Barrios	0	Philippines	University of the Philippines
2016	302	Semiparametric probit model for high-dimensional clustered data	Joseph Ryan Lansangan	0	Philippines	University of the Philippines
2016	524	Two-step estimation for varying coefficient regression models with censored data	Seong Jun Yang	1	Korea, South	Hankuk University of Foreign Studies
2016	524	Two-step estimation for varying coefficient regression models with censored data	Cedric Heuchenne	0	Belgium	University of Liege
2016	524	Two-step estimation for varying coefficient regression models with censored data	Ingrid Van Keilegom	0	Belgium	KU Leuven
2016	443	Asymptotic confidence bands in the Spektor-Lord-Willis problem	Bogdan Cmiel	1	Poland	Polish Academy of Sciences
2016	443	Asymptotic confidence bands in the Spektor-Lord-Willis problem	Zbigniew Szkutnik	0	Poland	AGH University of Science and Technology
2016	443	Asymptotic confidence bands in the Spektor-Lord-Willis problem	Jakub Wojdyla	0	Poland	AGH University of Science and Technology
2016	459	Validation of positive expectation dependence	Bogdan Cmiel	1	Poland	Polish Academy of Sciences
2016	459	Validation of positive expectation dependence	Teresa Ledwina	0	Poland	Polish Academy of Sciences
2016	476	Some limit theorems in a two-sex branching model	Alfonso Ramos	1	Spain	University of Extremadura
2016	476	Some limit theorems in a two-sex branching model	Manuel Molina	0	Spain	University of Extremadura
2016	476	Some limit theorems in a two-sex branching model	Manuel Mota	0	Spain	University of Extremadura
2016	486	Improved $\phi$-divergence test statistics based on minimum $\phi^{*}$-divergence estimator for GLIMs of binary data	Nobuhiro Taneichi	1	Japan	Kagoshima University
2016	486	Improved $\phi$-divergence test statistics based on minimum $\phi^{*}$-divergence estimator for GLIMs of binary data	Yuri Sekiya	0	Japan	Hokkaido University of Education
2016	486	Improved $\phi$-divergence test statistics based on minimum $\phi^{*}$-divergence estimator for GLIMs of binary data	Jun Toyama	0	Japan	The Institute for the Practical Application of Mathematics
2016	248	Structure estimation for time-varying mixed graphical models in high-dimensional data	Jonas Haslbeck	1	Netherlands	University of Amsterdam
2016	248	Structure estimation for time-varying mixed graphical models in high-dimensional data	Lourens Waldorp	0	Netherlands	University of Amsterdam
2016	513	Dynamics of networks: The mean field approach to probabilistic cellular automata on random and small-world graphs	Lourens Waldorp	1	Netherlands	University of Amsterdam
2016	513	Dynamics of networks: The mean field approach to probabilistic cellular automata on random and small-world graphs	Jolanda Kossakowski	0	Netherlands	University of Amsterdam
2016	272	Bayesian VAR-modeling: Unraveling emotion dynamics in multivariate, multisubject time series	Casper Albers	1	Netherlands	University of Groningen
2016	272	Bayesian VAR-modeling: Unraveling emotion dynamics in multivariate, multisubject time series	Tanja Krone	0	Netherlands	University of Groningen
2016	272	Bayesian VAR-modeling: Unraveling emotion dynamics in multivariate, multisubject time series	Marieke Timmerman	0	Netherlands	University of Groningen
2016	272	Bayesian VAR-modeling: Unraveling emotion dynamics in multivariate, multisubject time series	Peter Kuppens	0	Belgium	Leuven
2016	497	Bayesian prediction based on profile-reference data	Shigetoshi Hosaka	1	Japan	Hosaka Clinic of Internal Medicine
2016	497	Bayesian prediction based on profile-reference data	Jinfang Wang	0	Japan	Chiba University
2016	345	Joint similarity measures defined with quasi-arithmetic means	Etienne Cuvelier	1	Belgium	ICHEC - Brussel
2016	317	HistDAWass package: An R tool for forecasting histogram-valued data	Javier Arroyo	1	Spain	Universidad Complutense de Madrid
2016	317	HistDAWass package: An R tool for forecasting histogram-valued data	Antonio Irpino	0	Italy	Second University of Naples
2016	492	Improved scale-space analysis for interval-valued data	Kee-Hoon Kang	1	Korea, South	Hankuk University of Foreign Studies
2016	492	Improved scale-space analysis for interval-valued data	Cheolwoo Park	0	United States	University of Georgia
2016	492	Improved scale-space analysis for interval-valued data	Yongho Jeon	0	Korea, South	Yonsei University
2016	308	Survival analysis for semi-Markov processes	Vlad Barbu	1	France	Universite de Rouen
2016	360	Analysis of software bug data across version releases with application to optimal version release	Simon Wilson	1	Ireland	Trinity College Dublin
2016	360	Analysis of software bug data across version releases with application to optimal version release	Sean ORiordain	0	Ireland	Trinity College Dublin
2016	249	The Dagum regression model in survival analysis	Mariangela Zenga	1	Italy	Universita degli Studi di Milano-Bicocca -DISMEQ
2016	249	The Dagum regression model in survival analysis	Juan Eloy Ruiz-Castro	0	Spain	University of Granada
2016	249	The Dagum regression model in survival analysis	Filippo Domma	0	Italy	University of Calabria
2016	529	A robust fuzzy clustering method for non-precise data based on trimmed regions	Ana Belen Ramos-Guajardo	1	Spain	University of Oviedo
2016	529	A robust fuzzy clustering method for non-precise data based on trimmed regions	Maria Brigida Ferraro	0	Italy	Sapienza University of Rome
2016	403	Non-reduced versus reduced-bias estimators of the extreme value index: Efficiency and robustness	Ivette Gomes	1	Portugal	FCiencias.ID, Universidade de Lisboa and CEAUL
2016	164	Univariate analysis of compositional data using weighted balances	Karel Hron	1	Czech Republic	Palacky University
2016	164	Univariate analysis of compositional data using weighted balances	Peter Filzmoser	0	Austria	Vienna University of Technology
2016	164	Univariate analysis of compositional data using weighted balances	Alzbeta Gardlo	0	Czech Republic	Palacky University
2016	233	A semiparametric model for generalized Pareto regressions based on a dimension reduction assumption	Julien Hambuckers	1	Germany	University of Goettingen
2016	233	A semiparametric model for generalized Pareto regressions based on a dimension reduction assumption	Cedric Heuchenne	0	Belgium	University of Liege
2016	233	A semiparametric model for generalized Pareto regressions based on a dimension reduction assumption	Olivier Lopez	0	France	Université Pierre et Marie Curie Paris VI
2016	211	Switching meta-regression model in high dimensional data	Ivy Corazon Ancog	1	Philippines	Bohol Island State University and University of the Philippines
2016	211	Switching meta-regression model in high dimensional data	Erniel Barrios	0	Philippines	University of the Philippines
2016	211	Switching meta-regression model in high dimensional data	Joseph Ryan Lansangan	0	Philippines	University of the Philippines
2016	198	Illumination problems in digital images: A statistical point of view	Segolen Geffray	1	France	Universite de Strasbourg
2016	198	Illumination problems in digital images: A statistical point of view	Nicolas Klutchnikoff	0	France	Universite Rennes 2
2016	198	Illumination problems in digital images: A statistical point of view	Myriam Vimond	0	France	ENSAI
2016	457	Supervised classification using a distance-depth function	Itziar Irigoien	1	Spain	University Basque Country
2016	457	Supervised classification using a distance-depth function	Concepcion Arenas	0	Spain	University of Barcelona
2016	457	Supervised classification using a distance-depth function	Francesc Mestres	0	Spain	University of Barcelona
2016	467	Estimation in the functional convolution model	Tito Manrique	1	France	UMR MISTEA - INRA Montpellier SUPAGRO
2016	467	Estimation in the functional convolution model	Christophe Crambes	0	France	University of Montpellier
2016	467	Estimation in the functional convolution model	Nadine Hilgert	0	France	UMR MISTEA INRA Montpellier SUPAGRO
2016	505	A novel two-step iterative approach for clustering functional data	Zuzana Rostakova	1	Slovakia	Slovak Academy of Sciences
2016	505	A novel two-step iterative approach for clustering functional data	Roman Rosipal	0	Slovakia	Slovak Academy of Sciences
2016	510	Prediction of disease risk by high-dimensional genetic and environmental data	Norbert Krautenbacher	1	Germany	Technical University of Munich and Helmholtz Center Munich
2016	510	Prediction of disease risk by high-dimensional genetic and environmental data	Christiane Fuchs	0	Germany	Helmholtz Center Munich
2016	510	Prediction of disease risk by high-dimensional genetic and environmental data	Fabian Theis	0	Germany	Institute of Computational Biology Helmholtz Center Munich
2016	504	Modified profile likelihood in complex models with many nuisance parameters	Claudia Di Caterina	1	Italy	University of Padova
2016	504	Modified profile likelihood in complex models with many nuisance parameters	Nicola Sartori	0	Italy	University of Padova
2016	217	Flexible Birnbaum-Saunders models	Heleno Bolfarine	1	Brazil	University of Sao Paulo
2016	235	Influence of missing data on the estimation of the number of components of a PLS regression	Nicolas Meyer	1	France	Universite de Strasbourg
2016	235	Influence of missing data on the estimation of the number of components of a PLS regression	Frederic Bertrand	0	France	Universite de Strasbourg
2016	235	Influence of missing data on the estimation of the number of components of a PLS regression	Myriam Maumy-Bertrand	0	France	Universite de Strasbourg
2016	415	A visualized measure vector of departure from double symmetry for square contingency tables	Shuji Ando	1	Japan	Novartis Pharma KK
2016	415	A visualized measure vector of departure from double symmetry for square contingency tables	Kouji Tahata	0	Japan	Tokyo University of Science
2016	415	A visualized measure vector of departure from double symmetry for square contingency tables	Sadao Tomizawa	0	Japan	Tokyo University of Science
2016	536	Model-based ordination method for overdispersed count data	Jenni Niku	1	Finland	University of Jyvaskyla
2016	536	Model-based ordination method for overdispersed count data	Francis Hui	0	Australia	Australian National University
2016	536	Model-based ordination method for overdispersed count data	Sara Taskinen	0	Finland	University of Jyvaskyla
2016	536	Model-based ordination method for overdispersed count data	David Warton	0	Australia	University of New South Wales
2016	478	Using simulated annealing and variable neighborhood search procedures for estimating the Hubbert diffusion process	Francisco Torres-Ruiz	1	Spain	Granada
2016	478	Using simulated annealing and variable neighborhood search procedures for estimating the Hubbert diffusion process	Istoni da Luz-Sant-Ana	0	Brazil	Federal Institute of Rio de Janeiro
2016	478	Using simulated annealing and variable neighborhood search procedures for estimating the Hubbert diffusion process	Patricia Roman-Roman	0	Spain	Universidad de Granada
2016	236	New insights in Approximate Bayesian Computation algorithms for network reverse-engineering	Nicolas Jung	1	France	Universite de Strasbourg
2016	236	New insights in Approximate Bayesian Computation algorithms for network reverse-engineering	Frederic Bertrand	0	France	Universite de Strasbourg
2016	236	New insights in Approximate Bayesian Computation algorithms for network reverse-engineering	Myriam Maumy-Bertrand	0	France	Universite de Strasbourg
2016	236	New insights in Approximate Bayesian Computation algorithms for network reverse-engineering	Khadija Musayeva	0	France	Universite de Strasbourg
2016	264	Runway excursions: Risk assessment with Bayesian network models	Fernando Calle-Alonso	1	Spain	University of Extremadura
2016	264	Runway excursions: Risk assessment with Bayesian network models	Carlos Javier Perez Sanchez	0	Spain	University of Extremadura
2016	264	Runway excursions: Risk assessment with Bayesian network models	Eduardo Sanchez Ayra	0	Spain	Iberia Airlines
2016	264	Runway excursions: Risk assessment with Bayesian network models	David Rios Insua	0	Spain	CMAT-CSIC
2016	381	Bayesian estimation of extreme value mixture models: Simplifications and enhancements	Daniela Laas	1	Switzerland	University of Saint Gallen
2018	251	The log-ratio methodology: Major concepts, robustness, and practical use	Peter Filzmoser	1	Austria	Vienna University of Technology
2018	252	Compositional tables and their coordinate representations	Karel Hron	1	Czech Republic	Palacky University
2018	252	Compositional tables and their coordinate representations	Kamila Facevicova	0	Czech Republic	Palacky University Olomouc
2018	252	Compositional tables and their coordinate representations	Julie Rendlova	0	Czech Republic	Palacky University
2018	298	A Bayes space approach to the analysis of probability density functions	Alessandra Menafoglio	1	Italy	Politecnico di Milano
2018	329	Modelling the dynamic pattern of surface area in basketball and its effects on team performance	Rodolfo Metulini	1	Italy	1983
2018	234	Ranking soccer teams on their current strength: A comparison of maximum likelihood approaches	Hans Van Eetvelde	1	Belgium	Ghent University
2018	234	Ranking soccer teams on their current strength: A comparison of maximum likelihood approaches	Christophe Ley	0	Belgium	Ghent University
2018	314	Passing networks and game style in football teams: Evidences from European champions league	Lucio Palazzo	1	Italy	University of Salerno
2018	314	Passing networks and game style in football teams: Evidences from European champions league	Riccardo Ievoli	0	Italy	University of Bologna
2018	314	Passing networks and game style in football teams: Evidences from European champions league	Giarncarlo Ragozini	0	Italy	Federico II University of Naples
2018	397	Model-based profiling of sport preferences	Rosaria Simone	1	Italy	University of Naples Federico II
2018	170	An alternative sensitive analysis approach for missing not at random	Chiu-Hsieh Hsu	1	United States	University of Arizona
2018	170	An alternative sensitive analysis approach for missing not at random	Chengcheng Hu	0	United States	University of Arizona
2018	170	An alternative sensitive analysis approach for missing not at random	Yulei  He	0	United States	CDC
2018	305	A Bayesian dose-finding design in oncology using pharmacokinetic/pharmacodynamic modeling	Xiao Su	1	United States	The University of Texas MD Anderson Cancer Center
2018	305	A Bayesian dose-finding design in oncology using pharmacokinetic/pharmacodynamic modeling	Yisheng Li	0	United States	The University of Texas MD Anderson Cancer Center
2018	305	A Bayesian dose-finding design in oncology using pharmacokinetic/pharmacodynamic modeling	Peter Mueller	0	United States	UT Austin
2018	305	A Bayesian dose-finding design in oncology using pharmacokinetic/pharmacodynamic modeling	Kim-Anh Do	0	United States	The University of Texas MD Anderson Cancer Center
2018	223	Joint scale change models for recurrent events and failure time	Gongjun Xu	1	United States	University of Michigan
2018	223	Joint scale change models for recurrent events and failure time	Sy Han Chiou	0	United States	University of Texas at Dallas
2018	223	Joint scale change models for recurrent events and failure time	Chiung-Yu Huang	0	United States	Johns Hopkins University
2018	223	Joint scale change models for recurrent events and failure time	Jun Yan	0	United States	University of Connecticut
2018	223	Joint scale change models for recurrent events and failure time	Chiung-Yu Huang	0	United States	University of California, San Francisco
2018	158	Accelerated methods for maximum likelihood estimation in mixed effects models	Belhal Karimi	1	France	INRIA Saclay - Ecole Polytechnique
2018	158	Accelerated methods for maximum likelihood estimation in mixed effects models	Marc Lavielle	0	France	INRIA
2018	158	Accelerated methods for maximum likelihood estimation in mixed effects models	Eric  Moulines	0	France	Ecole Polytechnique
2018	227	Estimating a counterfactual wage heavy-tailed distribution using survey data	Mihaela Catalina Anastasiade	1	Switzerland	University of Neuchatel
2018	227	Estimating a counterfactual wage heavy-tailed distribution using survey data	Alina Matei	0	Switzerland	University of Neuchatel
2018	227	Estimating a counterfactual wage heavy-tailed distribution using survey data	Yves Tille	0	Switzerland	University of Neuchatel
2018	217	Fast implementation and generalization of Fuller's unequal probability sampling method	Yves Tille	1	Switzerland	University of Neuchatel
2018	231	Spatial small area smoothing models for handling survey data with nonresponse	Kevin Watjou	1	Belgium	University Hasselt
2018	231	Spatial small area smoothing models for handling survey data with nonresponse	Christel Faes	0	Belgium	Hasselt University
2018	231	Spatial small area smoothing models for handling survey data with nonresponse	Andrew Lawson	0	United States	Medical University of South Carolina
2018	231	Spatial small area smoothing models for handling survey data with nonresponse	Rachel  Carroll	0	United States	NIH
2018	231	Spatial small area smoothing models for handling survey data with nonresponse	Mehreteab Aregay	0	United States	Novartis
2018	231	Spatial small area smoothing models for handling survey data with nonresponse	Yannick Vandendijck	0	Belgium	Hasselt University
2018	231	Spatial small area smoothing models for handling survey data with nonresponse	Russell Kirby	0	United States	University of South Florida
2018	160	Visualization of dependence in high-dimensional data with R	Marius Hofert	1	Canada	University of Waterloo
2018	258	Robust change point tests using bounded transformations	Alexander Duerre	1	Germany	TU Dortmund
2018	258	Robust change point tests using bounded transformations	Roland Fried	0	Germany	TU Dortmund University
2018	258	Robust change point tests using bounded transformations	Daniel Vogel	0	United Kingdom	University of Aberdeen
2018	259	Testing for changes in the distribution function, cross-sectional and serial dependence of multivariate time series	Ivan Kojadinovic	1	France	CNRS UMR 5142 LMA University of Pau
2018	190	A computationally feasible algorithm for robust clustering under determinant-and-shape constraints	Luis Angel Garcia-Escudero	1	Spain	Universidad de Valladolid
2018	190	A computationally feasible algorithm for robust clustering under determinant-and-shape constraints	Andrea Cerioli	0	Italy	University of Parma
2018	190	A computationally feasible algorithm for robust clustering under determinant-and-shape constraints	Agustin Mayo-Iscar	0	Spain	Universidad de Valladolid
2018	190	A computationally feasible algorithm for robust clustering under determinant-and-shape constraints	Marco Riani	0	Italy	University of Parma
2018	287	The use of prior information in very robust regression for the monitoring of EU sensitive products	Aldo Corbellini	1	Italy	Faculty of Economics - University of Parma
2018	287	The use of prior information in very robust regression for the monitoring of EU sensitive products	Andrea Cerasa	0	Italy	European Commission - Joint Research Centre
2018	287	The use of prior information in very robust regression for the monitoring of EU sensitive products	Francesca Torti	0	Italy	European Commission - Joint Research Centre
2018	289	Monitoring robust estimates for compositional data	Valentin Todorov	1	Austria	UNIDO
2018	179	Mis-specification analysis of a pH acceleration model	S-T Tseng	1	Taiwan	National Tsing-Hua University
2018	228	A non-parametric approach for monitoring linear profiles using spatial rank-based regression	Longcheen Huwang	1	Taiwan	National Tsing Hua University
2018	273	Optimal doubling burn-in policy based on tweedie processes with applications to degradation data	Chien-Yu Peng	1	Taiwan	Academia Sinica
2018	363	Classification trees with Gini samples splits	Amirah Alharthi	1	United Kingdom	University of Leeds
2018	409	Classification based on dissimilarities towards prototypes	Beibei Yuan	1	Netherlands	Leiden University
2018	409	Classification based on dissimilarities towards prototypes	Willem Heiser	0	Netherlands	Leiden University
2018	409	Classification based on dissimilarities towards prototypes	Mark De Rooij	0	Netherlands	Leiden University
2018	344	Active learning classification with variable selection	Yuan-chin Chang	1	Taiwan	Academia Sinica
2018	421	Automatic detection of clusters by lifting	Nebahat Bozkus	1	United Kingdom	University of Leeds
2018	421	Automatic detection of clusters by lifting	Stuart Barber	0	United Kingdom	University of Leeds
2018	431	Bayesian sequential marginalization of a state space model for estimating motor unit numbers	Gareth Ridall	1	United Kingdom	Lancaster University
2018	413	Bayesian estimation of a decreasing density	Lixue Pang	1	Netherlands	Delft University of Technology
2018	327	A new augmented mixed regression model for proportions	Agnese Maria Di Brisco	1	Italy	University of Milano Bicocca
2018	327	A new augmented mixed regression model for proportions	Sonia Migliorati	0	Italy	University of Milano Bicocca
2018	191	The weighted Markov chain probability model: Forecasting discrete time sequence data	Nihan Potas	1	Turkey	Gazi University
2018	153	Fresh ideas for tuning parameter calibration	Johannes Lederer	1	Germany	Ruhr-University Bochum
2018	207	Fridge: Focused fine-tuning of ridge regression for personalized predictions	Kristoffer Hellton	1	Norway	University of Oslo
2018	229	On the Hodges-Lehmann estimator in a location mixture model	Fadoua Balabdaoui	1	Switzerland	ETH Zurich
2018	194	Sensitivity analysis and visualization for functional data	Yufen Huang	1	Taiwan	National Cheng Kung University
2018	240	Decision thresholds using Hilbert-Huang transforms in fMRI applications	Po-Chih Kuo	1	Taiwan	Institute of Statistical Science, Academia Sinica
2018	240	Decision thresholds using Hilbert-Huang transforms in fMRI applications	Michelle Liou	0	Taiwan	Institute of Statistical Science
2018	240	Decision thresholds using Hilbert-Huang transforms in fMRI applications	Philip Cheng	0	Taiwan	Institute of Statistical Science
2018	246	Visualization and identification of agonistic interaction  hepatitis B and C interaction on hepatocellular carcinoma	Sheng-Hsuan Lin	1	Taiwan	Institute of Statistics
2018	246	Visualization and identification of agonistic interaction  hepatitis B and C interaction on hepatocellular carcinoma	Yen-Tsung Huang	0	Taiwan	Academia Sinica
2018	246	Visualization and identification of agonistic interaction  hepatitis B and C interaction on hepatocellular carcinoma	Wen-Chung Lee	0	Taiwan	National Taiwan University
2018	246	Visualization and identification of agonistic interaction  hepatitis B and C interaction on hepatocellular carcinoma	Hwai-I Yang	0	Taiwan	Academia Sinica
2018	172	The extension of isometric feature mapping for interval-valued symbolic data	Han-Ming Wu	1	Taiwan	National Taipei University
2018	183	Testing marginal homogeneity for paired ordinal data: A robust likelihood approach	Tsung-Shan Tsou	1	Taiwan	Institute of Statistics, National Central University, Taiwan
2018	204	Informative transformation of responses that can be positive or negative	Anthony Atkinson	1	United Kingdom	London School of Economics
2018	204	Informative transformation of responses that can be positive or negative	Marco Riani	0	Italy	University of Parma
2018	340	Robust parsimonious approach for model based clustering	Agustin Mayo-Iscar	1	Spain	Universidad de Valladolid
2018	340	Robust parsimonious approach for model based clustering	Luis Angel Garcia-Escudero	0	Spain	Universidad de Valladolid
2018	340	Robust parsimonious approach for model based clustering	Marco Riani	0	Italy	University of Parma
2018	340	Robust parsimonious approach for model based clustering	Andrea Cerioli	0	Italy	University of Parma
2018	388	A multiple functional linear model	Dominique Katshunga	1	South Africa	University of Cape Town
2018	394	Gaussian process methods for nonparametric functional regression with mixed predictors	Bo Wang	1	United Kingdom	University of Leicester
2018	394	Gaussian process methods for nonparametric functional regression with mixed predictors	Aiping Xu	0	United Kingdom	Coventry University
2018	353	Quantifying the closeness to a set of random curves via the mean marginal likelihood	Cedric Rommel	1	France	INRIA, Polytechnique
2018	353	Quantifying the closeness to a set of random curves via the mean marginal likelihood	Frederic Bonnans	0	France	INRIA-Polytechnique
2018	353	Quantifying the closeness to a set of random curves via the mean marginal likelihood	Pierre Martinon	0	France	INRIA-Polytechnique
2018	353	Quantifying the closeness to a set of random curves via the mean marginal likelihood	Baptiste Gregorutti	0	France	Universite Pierre et Marie Curie
2018	395	Model based functional clustering of varved lake sediments	Per Arnqvist	1	Sweden	Umea University
2018	395	Model based functional clustering of varved lake sediments	Sara Sjostedt de Luna	0	Sweden	Umea University
2018	198	GMM for regression models with exogenous regressors and non-spherical disturbances	Taku Yamamoto	1	Japan	Hitotsubashi University
2018	198	GMM for regression models with exogenous regressors and non-spherical disturbances	Hiroaki Chigira	0	Japan	Tohoku University
2018	342	Discretization of the tail density function and adjusted evaluation measures	George-Jason Siouris	1	Greece	University of the Aegean
2018	342	Discretization of the tail density function and adjusted evaluation measures	Alexandros Karagrigoriou	0	Greece	University of The Aegean
2018	342	Discretization of the tail density function and adjusted evaluation measures	Ilia Vonta	0	Greece	National Technical University of Athens
2018	342	Discretization of the tail density function and adjusted evaluation measures	Despoina Skilogianni	0	Greece	UNIVERSITY OF THE AEGEAN
2018	358	Tests of cointegration rank with strong persistence and heavy-tailed errors	Niklas Ahlgren	1	Finland	Hanken School of Economics
2018	358	Tests of cointegration rank with strong persistence and heavy-tailed errors	Paul Catani	0	Finland	Hanken School of Economics
2018	384	On a novel spherical Monte Carlo method via group representation	Huei-Wen Teng	1	Taiwan	National Chiao Tung University
2018	384	On a novel spherical Monte Carlo method via group representation	Ming-Hsuan Kang	0	Taiwan	National Chiao Tung University
2018	384	On a novel spherical Monte Carlo method via group representation	Runze Li	0	United States	The Pennsylvania State University
2018	400	Targeted causal estimation in continuous time	Helene Charlotte Rytgaard	1	Denmark	University of Copenhagen
2018	424	Large sample results for frequentist multiple imputation for Cox regression with missing covariate data	Frank Eriksson	1	Denmark	University of Copenhagen
2018	424	Large sample results for frequentist multiple imputation for Cox regression with missing covariate data	Torben Martinussen	0	Denmark	University of Copenhagen
2018	424	Large sample results for frequentist multiple imputation for Cox regression with missing covariate data	Soren Feodor Nielsen	0	Denmark	Copenhagen Business School
2018	412	Resampling methods for an adequate tail index estimation	Ivette Gomes	1	Portugal	FCiencias.ID, Universidade de Lisboa and CEAUL
2018	412	Resampling methods for an adequate tail index estimation	Helena Penalva	0	Portugal	ESCE-IPS and CEAUL-Universidade de  Lisboa
